Unique_ID,CompetitionFY,Institution,Total_Amount,Program_Name,Program_Type,Title,Main_Discipline,Area_of_Research
CRC-2022-00057,2022,University of Alberta,95000.0,Canada Research Chairs,Discovery Research,Data Analytics in Subsurface Flow Systems,The socioeconomic objective available,Industrial engineering
577118-2022,2022,University of Alberta,185200.0,Alliance Grants,Research Partnerships,"Assessment of Methane Emission Source Characteristics from Oil and Gas Operations Using Satellite, Weather, Environmental, and Operational Data",Environment,Environmental engineering
RGPIN-2022-04566,2022,York University,28000.0,Discovery Grants Program - Individual,Discovery Research,Porous Polymeric Materials for Environmental Sustainability,Northern development,Materials science and technology
RGPIN-2019-06348,2019,The University of British Columbia,182000.0,Discovery Grants Program - Individual,Discovery Research,Next Generation Software-defined Intelligent Radio Access Network (SIRAN) - Leveraging Deep Learning for Autonomous and Intelligent Service Provisioning,Information and communication services,Electrical and electronic engineering
CRC-2019-00022,2019,École de technologie supérieure,120000.0,Canada Research Chairs,Discovery Research,"Mesure de l'impact des activités humaines sur les 
changements climatiques",Environment,Plant and tree biology
577158-2022,2022,École de technologie supérieure,234284.0,Alliance Grants,Research Partnerships,Développement d'une carte carbone pour Montréal: inventaire spatio-temporel des émissions urbaines de gaz à effet de serre,Environment,Systems engineering
RGPIN-2021-03117,2021,Université de Montréal,38000.0,Discovery Grants Program - Individual,Discovery Research,"Systematics, biogeography and evolution of northern floras",Environment,Evolution and ecology
581140-2022,2022,Université de Montréal,25000.0,Alliance Grants,Research Partnerships,Resolving taxonomic and evolutionary relationships in North American hawthorns,Environment,Evolution and ecology
RGPIN-2019-06454,2019,University of Toronto,36000.0,Discovery Grants Program - Individual,Discovery Research,Bacteriocins and survival in the biofilm environment,Environment,Microbiology
RGPIN-2022-05056,2022,McGill University,34000.0,Discovery Grants Program - Individual,Discovery Research,Physiological magnetic resonance imaging methods for cancer applications,"Health, education and social services",Biomedical engineering
549710-2019,2019,Ingenium,50000.0,Special Opportunities Fund,Research Training and Talent Development,Iron Willed: Women in STEM traveling exhibition,"Health, education and social services",Behaviour
570101-2022,2022,University of Guelph,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Integrating novel electrochemical water treatment methods with controlled environment agriculture,Environment,Waste water treatment
RGPIN-2019-07131,2019,University of Toronto,56000.0,Discovery Grants Program - Individual,Discovery Research,Optical sensors for ultrasound detection in photoacoustic imaging,"Health, education and social services",Physics
CRC-2021-00227,2021,University of Toronto,33333.33,Canada Research Chairs,Discovery Research,Simulation-Driven Graphics and Fabrication,The socioeconomic objective available,Design and manufacturing
CRC-2021-00070,2021,University of Toronto,200000.0,Canada Research Chairs,Discovery Research,Biological Determinants of Social Networks,The socioeconomic objective available,Evolution and ecology
RGPIN-2022-04765,2022,University of Toronto,34000.0,Discovery Grants Program - Individual,Discovery Research,Identifying gene pathways that underlie the structure of Drosophila social networks,"Health, education and social services",Evolution and ecology
RGPIN-2019-04229,2019,McGill University,33000.0,Discovery Grants Program - Individual,Discovery Research,Analyzing Hockey Broadcast Videos Using Machine Learning,Information and communication services,Computer vision
RGPIN-2021-04169,2021,Simon Fraser University,23000.0,Discovery Grants Program - Individual,Discovery Research,Combinatorics and Geometry of Moduli Spaces,Manufacturing processes and products,Pure mathematics
RGPIN-2022-03261,2022,University of Guelph,43000.0,Discovery Grants Program - Individual,Discovery Research,Towards resilient rural groundwater systems in a climate emergency,Transportation systems and services,Civil engineering
566314-2021,2021,University of Guelph,45200.0,Alliance Grants,Research Partnerships,"Understanding groundwater, agronomy and drainage system design influences on tile water quantity and quality
 
 
 
",Transportation systems and services,Earth science
RGPIN-2019-04470,2019,St. Francis Xavier University,23000.0,Discovery Grants Program - Individual,Discovery Research,Methods for reliable machine learning with applications in medical imaging,Information and communication services,Artificial intelligence
559514-2021,2021,Queen's University,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Investigating how estrogen status impacts microvascular endothelial function across a woman's lifetime,"Health, education and social services",Kinesiology
548070-2020,2020,University of Alberta,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Probabilistic Foundations for Reinforcement Learning with Nonlinear Function Approximation,"Health, education and social services",Applied mathematics
RGPIN-2019-05376,2019,Athabasca University,32000.0,Discovery Grants Program - Individual,Discovery Research,Bacterial biosensors for detection and bioremediation of wastewater pollutants.,Northern development,Molecular biology
RGPIN-2019-04554,2019,Queen's University,21000.0,Discovery Grants Program - Individual,Discovery Research,The exponential map for flows and its application in geometric control theory,Environment,Applied mathematics
578502-2022,2022,Burman University,114914.0,Alliance Grants,Research Partnerships,"Investigating ecological interactions between insects, pesticides, and insectivorous birds breeding in Central Alberta",Environment,Evolution and ecology
569943-2022,2022,University of Alberta,12600.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,"The systematics of Pipizinae (Diptera: Syrphidae) using anchored phylogenomics, with a generic revision of the understudied genus Neocnemadon",Northern development,Evolution and ecology
RGPIN-2019-04431,2019,Université d'Ottawa,110000.0,Discovery Grants Program - Individual,Discovery Research,Dynamics of electric sensing,Environment,Psychology
RGPIN-2019-03902,2019,Dalhousie University,60000.0,Discovery Grants Program - Individual,Discovery Research,Optical Variability in the Ocean,Environment,Geophysics
CRC-2020-00279,2020,University of Ontario Institute of Technology,120000.0,Canada Research Chairs,Discovery Research,Trustworthy Artificial Intelligence,The socioeconomic objective available,Artificial intelligence
RGPIN-2020-05721,2020,McMaster University,33000.0,Discovery Grants Program - Individual,Discovery Research,"Semiconductor nanostructures: surfaces, strain and devices",Manufacturing processes and products,Electrical and electronic engineering
RGPIN-2022-03369,2022,Queen's University,51000.0,Discovery Grants Program - Individual,Discovery Research,Combining ultratrace speciation and isotopic analyses of minerals and fluids; metal migration and sequestration in ore deposit and environmental research,Natural resources (economic aspects),Geochemistry and geochronology
RGPIN-2022-03414,2022,University of Alberta,92160.0,Discovery Grants Program - Individual,Discovery Research,Evolutionary origins of coordination: Physiological and molecular studies on sponges,"Health, education and social services",Animal biology
RGPIN-2020-04021,2020,University of Waterloo,48000.0,Discovery Grants Program - Individual,Discovery Research,Type Systems and Static Analyses for Programs with Mutable Data,Information and communication services,Computer systems software
558947-2021,2021,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Safe Reinforcement Learning through Formal Methods,Information and communication services,Artificial intelligence
RGPIN-2022-04782,2022,University of Toronto,76000.0,Discovery Grants Program - Individual,Discovery Research,Scalable Federated Learning and Analytics with Communication Efficiency in Mobile Cloud Computing,Information and communication services,Information technology
RGPIN-2020-04338,2020,University of Waterloo,21000.0,Discovery Grants Program - Individual,Discovery Research,Stochastic optimal control problems in risk management,Manufacturing processes and products,Statistics and probability
RGPIN-2020-05659,2020,McGill University,79000.0,Discovery Grants Program - Individual,Discovery Research,Exploration of New Reactivities for Sustainable Chemical Syntheses,Manufacturing processes and products,Inorganic chemistry
569085-2022,2022,University of Toronto,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Investigating the role of heterochromatin readers in chromatin and small RNA regulation,"Health, education and social services",Molecular biology
RGPIN-2019-06065,2019,Lakehead University,18000.0,Discovery Grants Program - Individual,Discovery Research,Probability Asymptotic Theorems and Their Applications,Environment,Statistics and probability
568805-2022,2022,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,PatDoc: Chatbot for facilitating patient in-take and physician documentation,Information and communication services,Software and development
RGPIN-2022-04958,2022,York University,19000.0,Discovery Grants Program - Individual,Discovery Research,Principal-Agent Problems in Insurance Design,Energy resources,Statistics and probability
567506-2021,2021,University of Alberta,45000.0,Alliance Grants,Research Partnerships,A new generation of wear-resistant coatings consisting of high-entropy alloy matrix and complex carbides for the energy industry,Energy resources,Materials science and technology
RGPIN-2020-05504,2020,University of Lethbridge,33000.0,Discovery Grants Program - Individual,Discovery Research,Child speech articulation development: Integrative and cross-language perspectives,"Health, education and social services",Psychology
RGPIN-2020-05184,2020,University of Alberta,28000.0,Discovery Grants Program - Individual,Discovery Research,Advanced Materials Design for High-Energy and Reliable Lithium-Ion Batteries,Energy resources,Materials science and technology
RGPIN-2020-04321,2020,Queen's University,26000.0,Discovery Grants Program - Individual,Discovery Research,Revenue Management and Policy Design in the Presence of Customer Multi-Item Shopping Behavior,Manufacturing processes and products,Industrial engineering
RGPIN-2021-03900,2021,École Polytechnique de Montréal,24000.0,Discovery Grants Program - Individual,Discovery Research,Towards Systematic and Cost-Effective Monitoring of Large-Scale Software Systems,Information and communication services,Information technology
RGPIN-2020-05387,2020,University of Guelph,23000.0,Discovery Grants Program - Individual,Discovery Research,Stochastic Mortality Modeling and Longevity Risk Management in Multiple-population Context,Environment,Statistics and probability
RGPIN-2020-06024,2020,The University of British Columbia,79000.0,Discovery Grants Program - Individual,Discovery Research,Protein Mechanics and Engineering at the Single Molecule Level,Manufacturing processes and products,Physical chemistry
565179-2022,2022,The University of British Columbia,300000.0,Collaborative Research and Training Experience                                                      ,Research Training and Talent Development,NSERC CREATE Training Program in 3D Printing Technology and Materials (3DPTM),"Health, education and social services",Materials science and technology
RGPIN-2020-04571,2020,University of Alberta,28000.0,Discovery Grants Program - Individual,Discovery Research,Robust and Accurate Equation of State Framework for Modeling Phase Behavior of Reservoir Fluids under Extreme Pressure/Temperature Conditions,Environment,Applied mathematics
CRC-2020-00143,2020,The University of British Columbia,120000.0,Canada Research Chairs,Discovery Research,Single-Molecule Biophysics and Mechanobiology,Manufacturing processes and products,Physical chemistry
RGPIN-2021-03139,2021,Toronto Metropolitan University,29000.0,Discovery Grants Program - Individual,Discovery Research,Tether: Alleviating Loneliness with Assistive Robotic Social Media Dialog,Information and communication services,Robotics
RGPIN-2019-05606,2019,University of Northern British Columbia,43000.0,Discovery Grants Program - Individual,Discovery Research,Improved Treatment and Value-Added Utilization of Petroleum Sludge Waste,Environment,Waste water treatment
577494-2022,2022,University of Northern British Columbia,37300.0,Alliance Grants,Research Partnerships,Impact of cumulative groundwater withdrawal on surface water and groundwater interaction in a northern British Columbia watershed,Transportation systems and services,Applied mathematics
557385-2021,2021,California Institute of Technology,7000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Explaining the Architecture of the Human Sensorimotor System Using Distributed Control Theory,"Health, education and social services",Motor systems and performance
RGPIN-2021-02409,2021,University of Waterloo,31000.0,Discovery Grants Program - Individual,Discovery Research,Temporal and spatial correlations in mortality dynamics: Applications to mortality/longevity risk management,Environment,Statistics and probability
RGPIN-2022-03741,2022,University of Waterloo,62000.0,Discovery Grants Program - Individual,Discovery Research,3D Mapping and Change Detection in Indoor Environments Using Multisource LiDAR Point Clouds,"Construction, urban and rural planning",Geographical information
RGPIN-2022-03067,2022,University of Guelph,39000.0,Discovery Grants Program - Individual,Discovery Research,Regulation of pig ovarian function,Agriculture and primary food production,Cell biology
572001-2022,2022,University of Guelph,32000.0,Alliance Grants,Research Partnerships,"Improving nutrient value of Canadian canola meal and soybean meal via fermentation 
 
",Agriculture and primary food production,Microbiology
RGPIN-2021-04012,2021,Simon Fraser University,34000.0,Discovery Grants Program - Individual,Discovery Research,Efficient and Reliable Deep Learning,Information and communication services,Robotics
RGPIN-2020-04226,2020,University of Alberta,33000.0,Discovery Grants Program - Individual,Discovery Research,Phase transformations in the heat-affected zone of microalloyed steels,"Construction, urban and rural planning",Materials processing
RGPIN-2021-02869,2021,University of Calgary,27000.0,Discovery Grants Program - Individual,Discovery Research,Participant-specific and Generic Poromechanical Modelling of the Knee Joints,"Health, education and social services",Mechanical engineering
581073-2022,2022,University of Calgary,20000.0,Alliance Grants,Research Partnerships,Safe operation of reciprocating compressors,Manufacturing processes and products,Mechanical engineering
566888-2021,2021,École Polytechnique de Montréal,35000.0,Alliance Grants,Research Partnerships,"Études du comportement hydrogéotechnique des structures intégrales de la co-disposition totale des résidus miniers et des roches stériles chimiquement non-réactifs 
 
 
",Environment,Chemical engineering
580767-2022,2022,École Polytechnique de Montréal,105561.0,Alliance Grants,Research Partnerships,Dumping of waste rocks (WR) in mine stopes being filled with paste backfill (PB): Experimental and numerical investigations on the natural mixing behavior between WR and PB,Natural resources (economic aspects),Mining and mineral processing
RGPIN-2019-06159,2019,University of Alberta,210000.0,Discovery Grants Program - Individual,Discovery Research,Development of Mass Spectrometry for Multidimensional Metabolome Analysis,Manufacturing processes and products,Analytical chemistry
545936-2020,2020,Purdue University,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Soft Error Tolerant SoC Design To Increase Reliability of Computing System,Manufacturing processes and products,Electrical and electronic engineering
RGPIN-2019-06003,2019,University of Alberta,86000.0,Discovery Grants Program - Individual,Discovery Research,"Cycles of H2O, C, N, S and vital metals in early-Earth and Mars analog environments: geological control on life in extreme conditions and its insights into origin of life and search for life on extraterrestrial planets",Natural resources (economic aspects),Geochemistry and geochronology
RGPIN-2019-07020,2019,University of Saskatchewan,20000.0,Discovery Grants Program - Individual,Discovery Research,Predictive Methods for Analyzing High-throughput Data and Spatial-Temporal Data,"Health, education and social services",Geographical information
568997-2022,2022,McMaster University,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Investigation of the role of Energy Metabolism in the Radiation-Induced Bystander Effect,Energy resources,Medical Physics
RGPIN-2020-04134,2020,University of Alberta,37000.0,Discovery Grants Program - Individual,Discovery Research,Analysis and Applications of Complex Dynamical Systems,Information and communication services,Life sciences research related to human health and disease
RGPIN-2022-02942,2022,University of Waterloo,55000.0,Discovery Grants Program - Individual,Discovery Research,Kolmogorov complexity and algorithms for immunopeptidomics,"Health, education and social services",Information technology
568817-2022,2022,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Effects of human-wildlife interactions on activity patterns and sleep,Environment,Evolution and ecology
557565-2021,2021,Carnegie Mellon University,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Context-Aware Sensing to Prevent Pressure Ulcers for People with Spinal Cord Injuries,Manufacturing processes and products,Biomedical technology
567874-2022,2022,Toronto Metropolitan University,45000.0,Postdoctoral Fellowships,Research Training and Talent Development,Holistic Wireless Network Virtualization: Digital and Intelligent Transformation Towards 6G,Information and communication services,Communications networks
RGPIN-2022-02999,2022,University of Calgary,27000.0,Discovery Grants Program - Individual,Discovery Research,Data-Driven Methods for Blood Supply Chain Management Using Electronic Health Record (EHR) Data,Manufacturing processes and products,Industrial engineering
RGPIN-2022-03320,2022,Simon Fraser University,29000.0,Discovery Grants Program - Individual,Discovery Research,Microfluidic nanotechnology for bioanalytical determination of nucleic acid molecules and medicinal compounds,Agriculture and primary food production,Materials science and technology
RGPIN-2020-04964,2020,University of Waterloo,37000.0,Discovery Grants Program - Individual,Discovery Research,Novel statistical methods for biased sampling problems,Environment,Statistics and probability
RGPIN-2020-04771,2020,Queen's University,27000.0,Discovery Grants Program - Individual,Discovery Research,"Biomechanical Energy Harvesting: Optimization, Control and Biomechanics","Health, education and social services",Biomedical engineering
RGPIN-2022-03917,2022,The University of Western Ontario,27000.0,Discovery Grants Program - Individual,Discovery Research,Smart Observational Methods for Geomechanical Systems,"Construction, urban and rural planning",Control systems
576378-2022,2022,The University of Western Ontario,25000.0,Alliance Grants,Research Partnerships,"Geomechanics of Aseismic Deformation at Aquistore CO2 Storage Site, Saskatchewan",Energy resources,Earth science
576858-2022,2022,The University of Western Ontario,20000.0,Alliance Grants,Research Partnerships,Radar-Informed automated back-analysis of rock fall hazards,Environment,Mining and mineral processing
RGPIN-2021-02993,2021,University of Windsor,33000.0,Discovery Grants Program - Individual,Discovery Research,collinear laser quantum control of nuclear spins,Manufacturing processes and products,Physics
RGPIN-2020-06796,2020,Concordia University,31000.0,Discovery Grants Program - Individual,Discovery Research,Exploring turbulence-sediment dynamics for river erosion control,Northern development,Civil engineering
559480-2021,2021,McGill University,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,"Induction, characterization, and resuscitation of viable but non-culturable (VBNC) Salmonella",Agriculture and primary food production,Microbiology
RGPIN-2019-06219,2019,The University of Western Ontario,16000.0,Discovery Grants Program - Individual,Discovery Research,Exotic surplus-dependent risk models and their applications,Environment,Statistics and probability
569401-2022,2022,University of Calgary,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Assessing the immunological  aspects of the H. diminuta-mouse host interaction,Agriculture and primary food production,Immunology
RGPIN-2022-04794,2022,University of Toronto,29000.0,Discovery Grants Program - Individual,Discovery Research,Near Field Cosmology with Milky Way's Satellite Galaxies and Stellar Streams,Environment,Astronomy and astrophysics
558984-2021,2021,University of Toronto,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Automating a colorimetric nucleic acid test for COVID-19 diagnostics,"Health, education and social services",Bioanalytical chemistry
RGPIN-2021-04105,2021,Concordia University,44000.0,Discovery Grants Program - Individual,Discovery Research,Development of safe and high-energy all-solid-state lithium-sulfur and sodium-sulfur batteries,Energy resources,Materials science and technology
RGPAS-2021-00041,2021,Concordia University,40000.0,Discovery Grants Program - Accelerator Supplements,Discovery Research,Development of safe and high-energy all-solid-state lithium-sulfur and sodium-sulfur batteries,Energy resources,Materials science and technology
RGPIN-2019-05217,2019,Queen's University,7264.47,Discovery Grants Program - Individual,Discovery Research,Rigorous decomposition methods for planning and scheduling of energy networks,Energy resources,Industrial engineering
567811-2022,2022,Cornell University,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Chemoenzymatic engineering of plasma membrane curvature via phospholipase D (PLD)-mediated incorporation of unnatural lipid head groups,"Health, education and social services",Biochemistry
RGPIN-2019-04268,2019,University of Waterloo,39000.0,Discovery Grants Program - Individual,Discovery Research,Transport Phenomena in Energy Conversion Systems,Energy resources,Fluid mechanics
569810-2022,2022,Memorial University of Newfoundland,14000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Nanoplastics in placental tissue: developing novel analytical tools for their identification and quantitation,"Health, education and social services",Analytical chemistry
570052-2022,2022,The University of British Columbia,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,Nonparametric estimation of joint tail distribution with application to flood risk assessment,Northern development,Hydrology
RGPIN-2022-05316,2022,The University of British Columbia,29000.0,Discovery Grants Program - Individual,Discovery Research,A Comprehensive Study Towards Lifelong Federated Learning Systems,Information and communication services,Artificial intelligence
CRC-2021-00336,2021,The University of British Columbia,200000.0,Canada Research Chairs,Discovery Research,Plant immunity,The socioeconomic objective available,Plant and treebiology
RGPIN-2019-04046,2019,The University of British Columbia,138000.0,Discovery Grants Program - Individual,Discovery Research,DISSECTING SIGNALING PATHWAYS IN PLANT IMMUNITY,Agriculture and primary food production,Plant and treebiology
RGPIN-2021-02914,2021,University of Alberta,24000.0,Discovery Grants Program - Individual,Discovery Research,Weak supervision with imperfect annotations for medical image computing,Information and communication services,Artificial intelligence
RGPIN-2019-04585,2019,University of Alberta,26000.0,Discovery Grants Program - Individual,Discovery Research,Ergonomics and workplace design for industrialized construction,Manufacturing processes and products,Design and manufacturing
RGPIN-2019-06907,2019,McMaster University,78000.0,Discovery Grants Program - Individual,Discovery Research,Development of Ultra-broadband Wavelength Tunable Semiconductor Lasers,Manufacturing processes and products,Physics
CRC-2022-00219,2022,The University of Western Ontario,95000.0,Canada Research Chairs,Discovery Research,Climate Change Risk and Resilience,The socioeconomic objective available,Earth science
RGPIN-2021-03879,2021,Brock University,34000.0,Discovery Grants Program - Individual,Discovery Research,"Neural Network Models for Modelling, Design and Optimization of Structurally Complex Entities in Biomedical Data Science","Health, education and social services",Genetics
CRC-2021-00214,2021,Brock University,120000.0,Canada Research Chairs,Discovery Research,Machine Learning for Biomedical Data Science,The socioeconomic objective available,Biomedical engineering
RGPIN-2020-06401,2020,McMaster University,105000.0,Discovery Grants Program - Individual,Discovery Research,Expanding biosensing systems through synthetic functional deoxyribonucleic acids,"Health, education and social services",Biochemistry
RGPIN-2019-06216,2019,McGill University,39000.0,Discovery Grants Program - Individual,Discovery Research,Probabilistic methods towards understanding complex human phenotypes using genomic and healthcare data,Information and communication services,Statistics and probability
577137-2022,2022,McGill University,45000.0,Alliance Grants,Research Partnerships,Cross-province federated machine learning of electronic health records in Canada,"Health, education and social services",Life sciences research related to human health and disease
RGPIN-2020-06345,2020,University of Toronto,41000.0,Discovery Grants Program - Individual,Discovery Research,The molecular and cellular mechanisms of human brain expansion.,"Health, education and social services",Molecular biology
RGPIN-2022-03835,2022,University of Waterloo,62000.0,Discovery Grants Program - Individual,Discovery Research,Functional polymer materials for electronic applications,"Construction, urban and rural planning",Polymer chemistry
566470-2021,2021,University of Alberta,50000.0,Alliance Grants,Research Partnerships,"Development of SiC Based High Power Density Industry Drives 
",Energy resources,Electrical and electronic engineering
RGPIN-2020-04331,2020,University of Waterloo,41000.0,Discovery Grants Program - Individual,Discovery Research,Methodology of Learning Optimal Decisions from Market Data in Financial Technology,Commercial services,Information technology
569890-2022,2022,University of Victoria,21000.0,Postgraduate Scholarships - Doctoral,Research Training and Talent Development,"A Framework for Managing Data Privacy and Security in Open Banking 
",Information and communication services,Software and development
RGPIN-2019-04660,2019,University of Alberta,38000.0,Discovery Grants Program - Individual,Discovery Research,Resolving the Localized Stress Evolution: Toward Long-lasting Rechargeable Batteries,Energy resources,Physical chemistry
580405-2022,2022,University of Alberta,100000.0,Alliance Grants,Research Partnerships,Ion-sieving Capacitive Extraction of Lithium from Alberta Oilfield Brine towards Sustainable Supply Chain,Natural resources (economic aspects),Chemical engineering
571324-2021,2021,McMaster University,42550.0,Alliance Grants,Research Partnerships,Development of machine learning tools for the characterization and sorting of low level waste,Commercial services,Environmental engineering
RGPIN-2019-04584,2019,University of Alberta,66000.0,Discovery Grants Program - Individual,Discovery Research,Data-Driven Process Systems Optimization under Uncertain Environment,Information and communication services,Industrial engineering
RGPIN-2022-04801,2022,University of Toronto,46000.0,Discovery Grants Program - Individual,Discovery Research,Advanced Solid Energy Solutions for Wearable Electronics,Energy resources,Materials science and technology
RGPIN-2020-06116,2020,York University,55000.0,Discovery Grants Program - Individual,Discovery Research,Remotely Powered Flexible Wearable Sensors for Managing Chronic Diseases,Information and communication services,Information technology
RGPIN-2020-05886,2020,University of Toronto,64000.0,Discovery Grants Program - Individual,Discovery Research,Collaborative Communication and Computation for Hierarchical Learning at the Mobile Edge,Information and communication services,Information technology
576922-2022,2022,University of Toronto,30000.0,Alliance Grants,Research Partnerships,Dynamic Network Traffic Identification with Scalable and Resilient Machine Learning,Information and communication services,Civil engineering
571576-2021,2021,University of Toronto,218584.0,Alliance Grants,Research Partnerships,Adaptive Intelligent Wireless Networking with Advanced Communication and Machine Learning Techniques,Information and communication services,Electrical and electronic engineering
RGPIN-2022-04571,2022,York University,18000.0,Discovery Grants Program - Individual,Discovery Research,Efficient Conservative High-Order Solution-Flux Domain Decomposition Methods and Local Refinements for Flows in Porous Media and Electromagnetics,Energy resources,Mechanical Engineering
CRC-2021-00446,2021,University of Alberta,100000.0,Canada Research Chairs,Discovery Research,Intelligent Energy Systems,The socioeconomic objective available,Electrical and electronic engineering
RGPIN-2021-03844,2021,University of Alberta,28000.0,Discovery Grants Program - Individual,Discovery Research,Stochastic Energy Management in Smart Grid with Cyber-Physical Resilience Enhancement,Information and communication services,Electrical and electronic engineering
RGPIN-2020-04525,2020,Simon Fraser University,46000.0,Discovery Grants Program - Individual,Discovery Research,Image and Video Compression Meets Computer Vision,Information and communication services,Robotics
CRC-2022-00119,2022,Institut national de la recherche scientifique,120000.0,Canada Research Chairs,Discovery Research,Ultrafast Computational Imaging,The socioeconomic objective available,Biomedical engineering
567605-2021,2021,Institut national de la recherche scientifique,60000.0,Idea to Innovation,Research Partnerships,"Towards Commercialization of High-Speed CoaXpress-Interfaced Band-Limited Illumination Profilometry (CI-BLIP) (Phase 1)",Manufacturing processes and products,Electrical and electronic engineering
RGPIN-2020-04739,2020,University of Waterloo,18000.0,Discovery Grants Program - Individual,Discovery Research,Statistical methods for large-scale inference,Information and communication services,Genetics
CRC-2019-00419,2019,University of Saskatchewan,120000.0,Canada Research Chairs,Discovery Research,"Technology Solutions for Energy Security in Remote, Northern, and Indigenous Communities",The socioeconomic objective available,Electrical and electronic engineering
RGPIN-2019-05361,2019,University of Manitoba,32000.0,Discovery Grants Program - Individual,Discovery Research,Development of Advanced Condition Monitoring Techniques for Gearboxes and Bearings,Manufacturing processes and products,Mechanical engineering
569931-2022,2022,Université d'Ottawa,35000.0,Alexander Graham Bell Canada Graduate Scholarships - Doctoral,Research Training and Talent Development,Structural and functional characterization of a selective PPM1A phosphatase inhibitor,Manufacturing processes and products,Biochemistry
RGPIN-2021-03747,2021,Toronto Metropolitan University,18000.0,Discovery Grants Program - Individual,Discovery Research,Use of estimating functions to improve sequential adaptive decisions and dynamic regularization,Manufacturing processes and products,Learning and inference theories
RGPIN-2019-05087,2019,Lakehead University,28000.0,Discovery Grants Program - Individual,Discovery Research,A Novel Membrane Biofilm Reactor for Microalgae Cultivation and Harvest and Wastewater Treatment,Transportation systems and services,Chemical engineering
RGPIN-2020-07097,2020,University of Manitoba,18000.0,Discovery Grants Program - Individual,Discovery Research,Mathematical analysis and modeling of Notch signaling in zebrafish somitogenesis,Environment,Applied mathematics
RGPIN-2022-04636,2022,The University of British Columbia,29000.0,Discovery Grants Program - Individual,Discovery Research,Understanding and Improving Deep Learning for Structured Data,Information and communication services,Artificial intelligence
RGPIN-2022-03558,2022,University of Calgary,28000.0,Discovery Grants Program - Individual,Discovery Research,The role of lymph flow in regulation of innate immunity,"Health, education and social services",Microbiology
RGPIN-2019-04830,2019,University of Calgary,34000.0,Discovery Grants Program - Individual,Discovery Research,Mathematical theory and computational methods  for seismic full waveform inversion problems,Environment,Geophysics
568112-2022,2022,Princeton University,45000.0,Postdoctoral Fellowships,Research Training and Talent Development,Ubiquitous Mobile Support for Lifelong Creative Learning,Information and communication services,Artificial intelligence
DH-2022-00313,2022,Memorial University of Newfoundland,99347.0,Discovery Horizons,Discovery Research,Indigenous and decolonial quantitative methodologies,The socioeconomic objective available,Biogeography and landscape ecology
RGPIN-2021-03480,2021,McGill University,64000.0,Discovery Grants Program - Individual,Discovery Research,Artificial Intelligence (AI) Mode-Space Optical/Quantum Processor Design for Energy-Autonomous AI Applications,Information and communication services,Information technology
DGDND-2021-03480,2021,McGill University,40000.0,DND/NSERC Discovery Grant Supplement,Discovery Research,Artificial Intelligence (AI) Mode-Space Optical/Quantum Processor Design for Energy-Autonomous AI Applications,Information and communication services,Information technology
CRC-2019-00242,2019,University of Toronto,200000.0,Canada Research Chairs,Discovery Research,Secure and Reliable Systems,Information and communication services,Information technology
RGPIN-2020-05908,2020,University of Toronto,29000.0,Discovery Grants Program - Individual,Discovery Research,Application-layer Internetworking for the Internet of Things,Information and communication services,Information technology
580447-2022,2022,University of Waterloo,91800.0,Alliance Grants,Research Partnerships,"Development of a multiscale multiphysics simulation toolset with uncertainty for nuclear safety assessment, design, and licensing of SMRs",Energy resources,Nuclear engineering
CCARD-2022-00609,2022,Cégep de Matane,131910.0,CCI Applied Research and Development Grants,Research Partnerships,Améliorer les performances et l’expérience de la gestion d’actifs dans StellarX,The socioeconomic objective available,Information technology
CCARD-2022-00722,2022,Cégep de Matane,37443.0,CCI Applied Research and Development Grants,Research Partnerships,Identification de véhicules pour la prédiction de files d’attente,The socioeconomic objective available,Statistics and probability
RGPIN-2022-04194,2022,Université Laurentienne,39000.0,Discovery Grants Program - Individual,Discovery Research,Quantifying the nature and consequences of morphological changes in trabecular bone structural units (BSU),Environment,Materials science and technology
RGPIN-2020-04778,2020,McMaster University,46000.0,Discovery Grants Program - Individual,Discovery Research,Mathematical Modelling of Particle-Laden Turbulent Flows,Environment,Fluid mechanics
